time,hitch_yaw_deg,trailer_y,car_yaw_deg,car_y,tl_grip,tr_grip,fl_grip,fr_grip,rl_grip,rr_grip,front_weight,rear_weight,car_speed
11.002000000000344,5.213750634875645e-05,-0.0004196352171627007,-0.0002472019662898176,-0.00044232767411224656,3788.850469917081,3756.0046658741626,7438.269053686723,7363.246508326203,4918.091609208544,4655.529883638729,14801.515562012926,9573.621492847273,22.904569266100687
11.004000000000344,0.0001491108738039405,-0.0004198982072019559,-0.0002741965742185152,-0.00044332424831972507,3784.946825351223,3756.683646406318,7405.33969831922,7341.603593035675,4903.497390378599,4668.070549030001,14746.943291354895,9571.5679394086,22.90518542575573
11.006000000000345,0.0002768449664556825,-0.00042021514853844493,-0.0003247545716346432,-0.0004450406044053695,3780.6415421512365,3761.1185085673756,7393.297897091326,7355.980149676287,4868.429938253524,4703.710778168075,14749.278046767613,9572.1407164216,22.90580307382868
11.008000000000346,0.000416372386577583,-0.0004205649533341431,-0.0003915421884778771,-0.0004472560068510261,3776.026383475939,3768.2409012900093,7395.987800404896,7395.968533105947,4817.0050967643965,4757.5715398304765,14791.956333510843,9574.576636594873,22.906420090745474
11.010000000000346,0.0005451973187888785,-0.00042091996924270293,-0.0004643579070020145,-0.00044964286930925825,3771.2216063340784,3777.231533105648,7409.289537887385,7453.845594873331,4751.85517268966,4826.470659844539,14863.135132760715,9578.3258325342,22.90703495928358
11.012000000000347,0.0006382666487096293,-0.0004212488228509021,-0.0005308667490885525,-0.0004517911786676464,3766.357704743931,3787.4700403724446,7430.55538052865,7523.973424082027,4674.545578769048,4908.454888708122,14954.528804610676,9583.00046747717,22.907646586527438
11.014000000000348,0.0006686451940409023,-0.000421518920556068,-0.0005771095589370691,-0.00045322521299618435,3761.5643511244457,3798.494072770819,7458.189236962178,7602.336810588051,4585.889125253854,5002.446205640323,15060.52604755023,9588.335330894177,22.90825416848623
11.016000000000348,0.0006079698449879603,-0.00042169859159915283,-0.0005878450762628741,-0.00045341453712027514,3756.964290906108,3809.9661384429182,7491.33398802761,7686.189494555923,4486.182706196923,5107.975083862265,15177.523482583532,9594.157790059187,22.908857086437674
11.018000000000349,0.0004267399519829515,-0.0004217588850965495,-0.0005467687794485295,-0.00045178077798067835,3752.6705489383257,3821.6469493223417,7529.640421916485,7773.785817169209,4375.384265814119,5224.980795482695,15303.426239085693,9600.365061296814,22.909454826887448
11.02000000000035,9.448740302563726e-05,-0.0004216750486941624,-0.0004366417098632439,-0.00044770130909860105,3748.785740259181,3833.3742179625106,7573.09800646511,7864.179077501483,4253.242975042649,5353.66420497102,15437.277083966594,9606.90718001367,22.910046919050824
11.02200000000035,-0.0002209819623057448,-0.00042142772433329575,-0.00023935405874827645,-0.0004405106835348438,3354.0325088381715,3321.9809662185835,0.0,0.0,4569.33324435704,4285.333856989626,0.0,8854.667101346666,22.91063288522375
11.02400000000035,-0.0005210119580306926,-0.00042140225260259057,-5.7504100110667034e-05,-0.00043436300415324193,3348.6292828052783,3326.9854894748187,0.0,0.0,4327.787897204811,4518.30717641977,0.0,8846.095073624581,22.911942337828155
11.026000000000352,-0.0021382040984919905,-0.00042151557205842593,0.00011235517785545629,-0.00042893713444581863,3592.91929626965,4341.836683023952,9539.177744926077,12676.56443161787,822.1364789986908,9272.607361982855,22215.742176543947,10094.743840981546,22.913255832096254
11.028000000000352,-0.0052731034714711056,-0.0004202705742245116,0.0010419258077045879,-0.00039678230429381013,3577.9100194365747,4430.3779824552585,9892.466281041305,13956.966007583795,586.1121970871204,9719.937471489822,23849.4322886251,10306.049668576943,22.913463419441882
11.030000000000353,-0.009944545095653812,-0.00041752126497287883,0.002847395907973876,-0.0003338100694659262,3552.4140152732216,4343.079245255754,0.0,20811.131356570688,6209.739946439134,3673.1887315165245,20811.131356570688,9882.928677955659,22.913572487245144
11.032000000000354,-0.014516333466158627,-0.0004135391951898522,0.005579788212966548,-0.0002348578710771423,3391.7074100218524,3300.300950393371,0.0,0.0,3926.050484423504,4814.870802282756,0.0,8740.92128670626,22.913755768414493
11.034000000000354,-0.01897121125500374,-0.0004101250472757596,0.00827660559639763,-0.000136264198485566,3414.468031914417,3274.7477713782537,0.0,0.0,3806.607081926185,4942.182564920493,0.0,8748.789646846679,22.915051468185837
11.036000000000355,-0.02329600817420421,-0.0004074977753135762,0.010937412702000153,-3.7761187114028346e-05,3432.6294386145046,3254.1095391645813,0.0,0.0,3721.1831766493387,5034.647149219288,0.0,8755.830325868626,22.91635312347575
11.038000000000356,-0.031976517124648385,-0.0004058317967772163,0.013561924223989422,6.08559558533795e-05,3176.3759580863953,4882.549689946846,16610.478565178004,24780.03799030562,579.0909920389171,15812.962225866444,41390.51655548363,16392.053217905363,22.91766039404515
11.040000000000356,-0.04391827070831311,-0.00040360699613672165,0.018656752092405627,0.0002357855414492682,3868.9457632579615,5151.419918460017,0.0,36685.224269553,3781.0856491604086,6269.867013828622,36685.224269553,10050.95266298903,22.91665925441754
11.042000000000357,-0.05905324411310996,-0.0004004180115789956,0.025760015587899168,0.0004891620430227556,3862.139948850727,5042.6400564343985,0.0,35894.597970121584,3941.4624869623813,6349.796887213155,35894.597970121584,10291.259374175537,22.915401574653878
11.044000000000358,-0.07382458955502046,-0.0003967864435193198,0.03483944563092474,0.0008195719240638511,3520.4321647815104,3218.9457104427174,0.0,0.0,2305.3331236242234,5764.57233719217,0.0,8069.905460816393,22.914134571579428
