time,hitch_yaw_deg,trailer_y,car_yaw_deg,car_roll_deg,car_y,tl_grip,tr_grip,fl_grip,fr_grip,rl_grip,rr_grip,front_weight,rear_weight,car_speed
25.97799999999648,-0.004478247517434646,1.5121485020779957,-0.13881560605890203,1.371577273999409e-05,1.4976849385779416,3167.303888521892,3171.9794166060456,6574.67018909003,6586.939671962474,5405.6428497906745,5416.173984063746,13161.609861052504,10821.81683385442,23.50495533203104
25.97999999999648,-0.0044813386802778675,1.5120309389594013,-0.1387605839161091,1.3723398930622364e-05,1.4975728932799803,3167.3020483735218,3171.981243118732,6574.6669439859525,6586.9430301395005,5405.639967991083,5416.17676626292,13161.609974125453,10821.816734254004,23.50495572378026
25.98199999999648,-0.004484421991658197,1.5119134184405216,-0.13870553008807274,1.373101519099215e-05,1.4974608941877348,3167.300214773716,3171.983063371888,6574.663702859384,6586.946384658786,5405.637089535348,5416.179545236475,13161.61008751817,10821.816634771823,23.504956115088387
25.983999999996477,-0.0044874975242014765,1.511795940553873,-0.1386504446219954,1.3738621589098997e-05,1.4973489413256318,3167.2983856947294,3171.9848788175327,6574.660465395867,6586.949734911239,5405.6342143217535,5416.182320703802,13161.610200307106,10821.816535025555,23.504956505955885
25.985999999996476,-0.004490565349759383,1.511678505331873,-0.13859532756470677,1.3746218190057967e-05,1.4972370347180715,3167.2965623094806,3171.9866885942342,6574.657232055574,6586.953081398651,5405.631342753604,5416.185093049218,13161.610313454225,10821.816435802823,23.504956896383252
25.987999999996475,-0.004493625539419245,1.5115611128068414,-0.13854017896266882,1.3753805055719212e-05,1.4971251743894276,3167.2947455722547,3171.98849176346,6574.65400190105,6586.956424126462,5405.628474186388,5416.187862444405,13161.610426027511,10821.816336630793,23.504957286371006
25.989999999996474,-0.004496678163504759,1.5114437630109994,-0.13848499886198087,1.3761382256980752e-05,1.4970133603640476,3167.2929337169157,3171.9902903453176,6574.650775993006,6586.959762893421,5405.62560904829,5416.190628203676,13161.610538886427,10821.816237251966,23.50495767591964
25.991999999996473,-0.004499723291585712,1.5113264559764739,-0.13842978730838462,1.3768949854350699e-05,1.4969015926662539,3167.291127319123,3171.992083165637,6574.647553552351,6586.963097659876,5405.622747293079,5416.193391038723,13161.610651212228,10821.816138331802,23.5049580650296
25.993999999996472,-0.004502760992484385,1.511209191735294,-0.1383745443472691,1.3776507910643226e-05,1.496789871320342,3167.2893273274585,3171.993869624023,6574.644335185871,6586.966428636466,5405.619888827092,5416.196150378371,13161.610763822337,10821.816039205463,23.504958453701445
25.99599999999647,-0.004505791334281199,1.511091970319397,-0.13831927002367544,1.3784056482492319e-05,1.4966781963505824,3167.2875317431944,3171.9956516936027,6574.641119954053,6586.969755945955,5405.617033500395,5416.198907026539,13161.610875900007,10821.815940526934,23.504958841935604
25.99799999999647,-0.004508814384320693,1.510974791760625,-0.13826396438230185,1.379159563586845e-05,1.4965665677812197,3167.2857427892077,3171.9974274342526,6574.637909040714,6586.973079251891,5405.614181788129,5416.201660171626,13161.610988292605,10821.815841959755,23.504959229732638
25.99999999999647,-0.004511830209218483,1.5108576560907276,-0.1382086274675079,1.379912542333834e-05,1.4964549856364733,3167.2839580496466,3171.99919866284,6574.634701270727,6586.976398809739,5405.611332895021,5416.20441022809,13161.611100080467,10821.815743123112,23.50495961709299
26.001999999996467,-0.004514838874871593,1.5107405633413629,-0.1381532593233198,1.3806645905183452e-05,1.496343449940537,3167.282179709566,3172.0009635205306,6574.631498315312,6586.97971370682,5405.608486814845,5416.207157973954,13161.611212022131,10821.8156447888,23.504960004017157
26.003999999996466,-0.004517840446452127,1.5106235135440977,-0.1380978599934344,1.3814157158571793e-05,1.4962319607175796,3167.2804055686997,3172.0027242185233,6574.628297107773,6586.983026694015,5405.605645156556,5416.209901054476,13161.611323801788,10821.815546211034,23.504960390505655
26.005999999996465,-0.004520834988431617,1.5105065067304095,-0.13804242952122434,1.3821659212681782e-05,1.4961205179917447,3167.278637643117,3172.0044789864587,6574.625101066628,6586.986334423155,5405.602805229619,5416.21264287806,13161.611435489784,10821.815448107678,23.504960776558946
26.007999999996464,-0.00452382256456939,1.510389542931686,-0.13798696794974186,1.3829152152116502e-05,1.496009121787151,3167.2768747572704,3172.006228420367,6574.621907039439,6586.989640003218,5405.5999700933235,5416.2153799954285,13161.611547042656,10821.815350088753,23.504961162177523
26.009999999996463,-0.004526803237930547,1.5102726221792266,-0.13793147532172378,1.3836636003990202e-05,1.4958977721278925,3167.2751161290726,3172.0079736333264,6574.61871717296,6586.992941063167,5405.59713704404,5416.21811476773,13161.611658236126,10821.815251811771,23.5049615473619
26.011999999996462,-0.0045297770708899706,1.5101557445042437,-0.13787595167959557,1.384411082771033e-05,1.4957864690380382,3167.2733635251234,3172.0097128479083,6574.615531170605,6586.9962386083425,5405.594307428257,5416.220846622544,13161.611769778949,10821.8151540508,23.504961932112543
26.01399999999646,-0.004532744125134847,1.510038909937862,-0.13782039706547558,1.385157667810008e-05,1.4956752125416326,3167.271614668801,3172.0114486105963,6574.612348548739,6586.99953216324,5405.591480822521,5416.223575180806,13161.611880711978,10821.815056003326,23.504962316429953
26.01599999999646,-0.004535704461676436,1.509922118511121,-0.13776481152117948,1.385903360616027e-05,1.4955640026626957,3167.269872329478,3172.0131775580917,6574.609169541494,6587.00282245483,5405.588657423054,5416.226301052785,13161.611991996324,10821.81495847584,23.50496270031458
26.01799999999646,-0.004538658140851147,1.5098053702549752,-0.13770919508822438,1.3866481666065113e-05,1.4954528394252231,3167.268134185798,3172.0149023400613,6574.605993956327,6587.006108749549,5405.58583722302,5416.229023767957,13161.612102705876,10821.814860990977,23.504963083766953
26.019999999996458,-0.004541605222332228,1.509688665200295,-0.13765354780783287,1.3873920906007742e-05,1.4953417228531858,3167.2664004574913,3172.0166227454583,6574.602822630386,6587.0093908662975,5405.583019049258,5416.231744231337,13161.612213496683,10821.814763280596,23.50496346678756
26.021999999996456,-0.004544545765125998,1.5095720033778668,-0.13759786972093713,1.3881351401458887e-05,1.495230652970531,3167.2646727076262,3172.0183371872217,6574.599653170222,6587.012671024486,5405.580205681283,5416.23446036949,13161.612324194708,10821.814666050774,23.504963849376864
26.023999999996455,-0.004547479827587206,1.5094553848183947,-0.13754216086818305,1.3888773173917568e-05,1.495119629801182,3167.262948447634,3172.020048442051,6574.596487630974,6587.015946895808,5405.577394237164,5416.237174315442,13161.612434526782,10821.814568552607,23.504964231535368
26.025999999996454,-0.004550407467423312,1.5093388095525007,-0.13748642128993385,1.3896186278872887e-05,1.4950086533690374,3167.2612302502603,3172.0217533305195,6574.593325933372,6587.0192192721315,5405.574586189021,5416.239885384914,13161.612545205504,10821.814471573934,23.504964613263528
