time,hitch_yaw_deg,trailer_y,car_yaw_deg,car_roll_deg,car_y,tl_grip,tr_grip,fl_grip,fr_grip,rl_grip,rr_grip,front_weight,rear_weight,car_speed
11.002000000000344,4.760926485988058e-05,-0.0004810739105825053,-0.00030216070966829667,-2.64971602013116e-14,-0.0005093837855531472,4004.4693537084117,3965.284880201104,7457.906013740221,7391.085164552939,4636.253488712382,4403.412732074705,14848.99117829316,9039.666220787087,22.828842852806282
11.004000000000344,0.0001358919405158746,-0.00048141578945804804,-0.0003266346617101581,-3.413593260399017e-06,-0.0005103359033270472,3999.608993614116,3966.0881572436465,7425.85647701139,7369.667507742066,4622.303805124045,4415.641903723852,14795.523984753456,9037.945708847896,22.829547531704257
11.006000000000345,0.00025132019586936605,-0.0004818422177702318,-0.00037231161315945193,-9.099957838662695e-06,-0.0005119241418969047,3994.373301023108,3971.583142033457,7414.555679228467,7383.550624297427,4588.106616681007,4450.186212281176,14798.106303525894,9038.292828962183,22.83025352165488
11.008000000000346,0.00037561405808802996,-0.00048232258691540824,-0.0004321046757605313,-1.550133028077139e-05,-0.0005139345203993745,3988.8363150450687,3980.4325312232168,7417.85886633223,7422.463461700681,4537.813195521987,4502.2883187716325,14840.322328032911,9040.10151429362,22.8309587386867
11.010000000000346,0.00048707517027826155,-0.0004828164996726266,-0.0004961314898735662,-2.0880285513654233e-05,-0.0005160486921517053,3983.1107727190356,3991.618576936543,7431.637707081505,7478.78812856168,4474.0923174008285,4568.842152946923,14910.425835643186,9042.93447034775,22.83166169490686
11.012000000000347,0.000561536325833566,-0.0004832774746501598,-0.0005524383085248127,-2.3462560918517797e-05,-0.0005178681443880262,3977.3261994053064,4004.3767753827356,7453.2255596096375,7546.962987968208,4398.542890333752,4647.939669685278,15000.188547577845,9046.48256001903,22.832361323317475
11.014000000000348,0.0005730214257264028,-0.0004836560839524775,-0.0005875021737565943,-2.1516581368589492e-05,-0.0005189307730959333,3971.6153946259337,4018.1423077534573,7481.003897555989,7623.021717232245,4312.004891553779,4738.52866424125,15104.025614788234,9050.53355579503,22.833056844634157
11.016000000000348,0.0004941889928017883,-0.00048390255898562545,-0.0005865681731500098,-1.339182622601151e-05,-0.0005187217960253499,3966.106738996764,4032.5070299144027,7514.094845555834,7704.2404531840075,4214.7933734977505,4840.154904356632,15218.335298739841,9054.948277854382,22.833747665374165
11.018000000000349,0.0002966153779408344,-0.0004839689162987943,-0.0005338651531106567,2.468419794971151e-06,-0.0005166804908371538,3960.9204261080286,4047.18516139344,7552.134037381506,7788.869593199792,4106.873399726043,4952.769114144165,15341.003630581297,9059.642513870207,22.83443329925503
11.02000000000035,-4.903969690890457e-05,-0.0004838106628793142,-0.0004127326808472808,2.7529217277346695e-05,-0.0005122038775615118,3956.1672183561664,4061.986167276603,7595.10463043687,7875.931312799154,3987.988696056358,5076.584744663593,15471.035943236024,9064.57344071995,22.83511330592624
11.02200000000035,-0.0005729534139568686,-0.0004833881414109516,-0.0002056837860451283,6.317383989154272e-05,-0.0005046481794586454,3951.948713360389,4076.7936035601147,7643.217563006709,7965.068312052597,3857.7533624546168,5211.976173619735,15608.285875059306,9069.729536074352,22.83578724249217
11.02400000000035,-0.0010742382069742116,-0.0004826675728407319,0.00010557849010494844,0.0001107167481805173,-0.000493328673339058,3436.4747412429815,3388.3405547187467,0.0,0.0,4353.789469514817,4112.184134001009,0.0,8465.973603515826,22.836454624339115
11.026000000000352,-0.001554114347837214,-0.0004822451621830139,0.0004001065673412348,0.00014457350127624103,-0.0004830255240098122,3429.726997727451,3393.546996818386,0.0,0.0,4117.118079485167,4342.383668481107,0.0,8459.501747966275,22.837850213906396
11.028000000000352,-0.002013779996617837,-0.00048203121861028857,0.0006812322280979141,0.0001738475439386789,-0.00047341828839688447,3425.5338679531487,3396.515856544458,0.0,0.0,3943.2761870634613,4510.296385999827,0.0,8453.572573063288,22.839249989389856
11.030000000000353,-0.00461116547222439,-0.000481970939286863,0.0009516060803522881,0.00020400452075538332,-0.0004642689486959204,3591.04927027063,5057.77055846928,10170.73392656294,17498.560857493852,640.688740071023,9975.835769693678,27669.294784056794,10616.524509764702,22.840653838991297
11.032000000000354,-0.009499927046198503,-0.0004784947486477461,0.002447969809536432,0.0006226674421640465,-0.0004134010877463578,3624.73762939191,5122.536544251408,10130.604217354461,18880.24466245933,648.1498147748924,10161.144300358945,29010.84887981379,10809.294115133836,22.84065501095984
