time,hitch_yaw_deg,trailer_y,car_yaw_deg,car_y,tl_grip,tr_grip,fl_grip,fr_grip,rl_grip,rr_grip,front_weight,rear_weight,car_speed
11.002000000000344,6.185979386129072e-05,-0.00039659761279814697,-0.0002179578433735012,-0.0004158142565235963,3868.0235852462843,3848.3994899506242,7387.397649465551,7309.601135303366,5481.806835253772,5141.021211330382,14696.998784768917,10622.828046584154,22.919963736117936
11.004000000000344,0.00017775468066977103,-0.00039674744187959615,-0.0002504314581135235,-0.00041698110501922793,3865.8236103615313,3848.644159564362,7358.706531698317,7279.11125492488,5460.729698806692,5159.680059011591,14637.817786623196,10620.409757818283,22.920522554260877
11.006000000000345,0.00033262986923330554,-0.0003968732513128714,-0.00031175650094114664,-0.00041905933157529256,3863.290603980093,3851.183231244006,7345.104395489184,7294.142937861841,5424.036963949775,5197.109167824822,14639.247333351024,10621.146131774596,22.921083669181872
11.008000000000346,0.0005062794597197086,-0.0003969752521943715,-0.00039415162571826705,-0.00042181516923947473,3860.492879298864,3855.336184405377,7346.554083725161,7335.839795297425,5370.334162386328,5253.71710939456,14682.393879022586,10624.051271780889,22.921644318689854
11.010000000000346,0.0006747568118537745,-0.00039705394172088424,-0.000486835924493564,-0.00042490348505431585,3857.548148681267,3860.5956166738392,7358.939786279321,7396.322351681013,5302.242240582388,5326.256501623562,14755.262137960333,10628.49874220595,22.922202591998005
11.012000000000347,0.0008113803139542323,-0.0003971110805044529,-0.0005767778079795642,-0.00042789253121022216,3854.5822966843266,3866.5627892568596,7379.633405510033,7469.844163257811,5221.309442889338,5412.738677317743,14849.477568767845,10634.04812020708,22.922757104870897
11.014000000000348,0.0008874343640730519,-0.0003971508131737428,-0.0006492149533381392,-0.00043028087392099997,3851.7192738850867,3872.9287369827425,7407.061322471634,7552.330005048999,5128.336359706123,5512.063606076844,14959.391327520632,10640.399965782966,22.92330683111865
11.016000000000348,0.0008726425949550444,-0.00039718080816399917,-0.0006880040839377333,-0.0004315085126618325,3849.075417688827,3879.4580546381176,7440.381677477604,7641.0235671818955,5023.621134221128,5623.7403898389675,15081.4052446595,10647.361524060096,22.92385097381509
11.018000000000349,0.0007354722311582067,-0.00039721334151719874,-0.000675845275033109,-0.00043096371265059855,3846.7567451325876,3885.9752058178456,7479.244974136631,7734.2218249314155,4907.143097536156,5747.677740257997,15213.466799068046,10654.820837794154,22.924388866104373
11.02000000000035,0.0004433139348814928,-0.0003972662833586542,-0.0005944144527324326,-0.00042798669225219393,3844.8581498962294,3892.353169283486,7523.616581195915,7831.078601588002,4778.698624804821,5884.02878612553,15354.695182783918,10662.72741093035,22.924919893925225
11.02200000000035,0.0001650145685247789,-0.0003973639686478499,-0.0004244290623388677,-0.00042187100827237404,3631.3328040129463,3617.2027849493734,0.0,0.0,5049.774761939125,4763.919116034125,0.0,9813.69387797325,22.92544343479294
11.02400000000035,-9.995057593481708e-05,-0.0003975840426372723,-0.00026966842577428706,-0.00041679690696489044,3629.7581561337965,3618.9046373089805,0.0,0.0,4807.251628447155,4996.561132176343,0.0,9803.812760623498,22.926812330142297
11.026000000000352,-0.00035234549073850496,-0.0003978824963719379,-0.00012660248069531932,-0.000412445124593471,3629.0310924780374,3619.8105938056424,0.0,0.0,4628.956704238188,5166.026676803425,0.0,9794.983381041613,22.928184443317633
11.028000000000352,-0.002737350901298677,-0.00039823389912107106,7.547183404985181e-06,-0.0004085786741602937,3721.370326725204,4327.642508735186,10534.35521076731,16882.680950936658,587.1766776023356,11398.865784908074,27417.036161703967,11986.04246251041,22.92955978616195
