time,rel_trailer_x,rel_trailer_y,rel_trailer_z,hitch_roll,hitch_pitch,hitch_yaw
0.001,-1.2906976744186047,0.0,0.0,4.240739575284689e-19,0.0,0.0
0.002,-1.2906976744186045,0.0,0.0,1.3400737057899617e-18,0.0,0.0
0.003,-1.2906976744186045,0.0,0.0,2.2391104957503156e-18,0.0,0.0
0.004,-1.2906976744186045,0.0,0.0,3.494369410034584e-18,0.0,0.0
0.005,-1.2906976744186047,0.0,0.0,4.817480157523407e-18,0.0,0.0
0.006,-1.2906976744186047,0.0,0.0,6.547701904239561e-18,0.0,0.0
0.007,-1.2906976744186047,0.0,0.0,8.973404941302403e-18,0.0,0.0
0.008,-1.2906976744186045,0.0,0.0,1.175533010268916e-17,0.0,0.0
0.009000000000000001,-1.2906976744186045,0.0,0.0,1.5046144013110078e-17,0.0,0.0
0.010000000000000002,-1.2906976744186045,0.0,0.0,1.9151179921985657e-17,0.0,0.0
0.011000000000000003,-1.2906976744186047,0.0,0.0,2.4036511912713617e-17,0.0,0.0
0.012000000000000004,-1.2906976744186047,0.0,0.0,2.980391773510079e-17,0.0,0.0
0.013000000000000005,-1.2906976744186047,0.0,0.0,3.643643443084605e-17,0.0,0.0
0.014000000000000005,-1.2906976744186045,0.0,0.0,4.315376591809699e-17,0.0,0.0
0.015000000000000006,-1.2906976744186045,0.0,0.0,5.027820840457527e-17,0.0,0.0
0.016000000000000007,-1.2906976744186045,0.0,0.0,5.881057643004807e-17,0.0,0.0
0.017000000000000008,-1.2906976744186047,0.0,0.0,6.793664799606071e-17,0.0,0.0
0.01800000000000001,-1.2906976744186047,0.0,0.0,7.753768239450525e-17,0.0,0.0
0.01900000000000001,-1.2906976744186047,0.0,0.0,8.842790162383632e-17,0.0,0.0
0.02000000000000001,-1.2906976744186045,0.0,0.0,9.941989860297424e-17,0.0,0.0
0.02100000000000001,-1.2906976744186047,0.0,0.0,1.1083596953964062e-16,0.0,0.0
0.022000000000000013,-1.2906976744186045,0.0,0.0,1.2271004035043774e-16,0.0,0.0
0.023000000000000013,-1.2906976744186045,0.0,0.0,1.3495729624385995e-16,0.0,0.0
0.024000000000000014,-1.2906976744186047,0.0,0.0,1.4745899651179919e-16,0.0,0.0
0.025000000000000015,-1.2906976744186045,0.0,0.0,1.6045262257047148e-16,0.0,0.0
0.026000000000000016,-1.2906976744186045,0.0,0.0,1.7368373004535969e-16,0.0,0.0
0.027000000000000017,-1.2906976744186047,0.0,0.0,1.8742372626928207e-16,0.0,0.0
0.028000000000000018,-1.2906976744186047,0.0,0.0,2.0146905574262495e-16,0.0,0.0
0.02900000000000002,-1.2906976744186045,0.0,0.0,2.1558223704917241e-16,0.0,0.0
0.03000000000000002,-1.2906976744186045,0.0,0.0,2.302382330213563e-16,0.0,0.0
0.03100000000000002,-1.2906976744186045,0.0,0.0,2.451656363263584e-16,0.0,0.0
0.03200000000000002,-1.2906976744186045,0.0,0.0,2.6087333571321287e-16,0.0,0.0
0.03300000000000002,-1.2906976744186047,0.0,0.0,2.769542201826924e-16,0.0,0.0
0.03400000000000002,-1.2906976744186045,0.0,0.0,2.9342525269309815e-16,0.0,0.0
0.035000000000000024,-1.2906976744186045,0.0,0.0,3.1076139607686193e-16,0.0,0.0
0.036000000000000025,-1.2906976744186045,0.0,0.0,3.29234057666802e-16,0.0,0.0
0.037000000000000026,-1.2906976744186047,0.0,0.0,3.482664968806797e-16,0.0,0.0
0.03800000000000003,-1.2906976744186047,0.0,0.0,3.67248047219654e-16,0.0,0.0
0.03900000000000003,-1.2906976744186045,0.0,0.0,3.869250788489749e-16,0.0,0.0
0.04000000000000003,-1.2906976744186047,0.0,0.0,4.06500332728489e-16,0.0,0.0
0.04100000000000003,-1.2906976744186045,0.0,0.0,4.2629610506591796e-16,0.0,0.0
0.04200000000000003,-1.2906976744186047,0.0,0.0,4.46719506860489e-16,0.0,0.0
0.04300000000000003,-1.2906976744186045,0.0,0.0,4.674143159878782e-16,0.0,0.0
0.04400000000000003,-1.2906976744186047,0.0,0.0,4.878886066573528e-16,0.0,0.0
0.04500000000000003,-1.2906976744186045,0.0,0.0,5.085494898681398e-16,0.0,0.0
0.046000000000000034,-1.2906976744186047,0.0,0.0,5.296005211198529e-16,0.0,0.0
0.047000000000000035,-1.2906976744186047,0.0,0.0,5.50889033787782e-16,0.0,0.0
0.048000000000000036,-1.2906976744186047,0.0,0.0,5.729917684541659e-16,0.0,0.0
0.04900000000000004,-1.2906976744186047,0.0,0.0,5.958747992024019e-16,0.0,0.0
0.05000000000000004,-1.2906976744186045,0.0,0.0,6.191819039081666e-16,0.0,0.0
0.05100000000000004,-1.2906976744186045,0.0,0.0,6.433032306123859e-16,0.0,0.0
0.05200000000000004,-1.2906976744186045,0.0,0.0,6.680521867737474e-16,0.0,0.0
0.05300000000000004,-1.2906976744186047,0.0,0.0,6.925806244771941e-16,0.0,0.0
0.05400000000000004,-1.2906976744186047,0.0,0.0,7.168037289312202e-16,0.0,0.0
0.05500000000000004,-1.2906976744186045,0.0,0.0,7.409250556354396e-16,0.0,0.0
0.05600000000000004,-1.2906976744186045,0.0,0.0,7.653347526307782e-16,0.0,0.0
0.057000000000000044,-1.2906976744186047,0.0,0.0,7.903381531666568e-16,0.0,0.0
0.058000000000000045,-1.2906976744186047,0.0,0.0,8.16037034992882e-16,0.0,0.0
0.059000000000000045,-1.2906976744186045,0.0,0.0,8.421430278183345e-16,0.0,0.0
0.060000000000000046,-1.2906976744186045,0.0,0.0,8.688596871426281e-16,0.0,0.0
0.06100000000000005,-1.2906976744186045,0.0,0.0,8.962039759240639e-16,0.0,0.0
0.06200000000000005,-1.2906976744186047,0.0,0.0,9.24226783037545e-16,0.0,0.0
0.06300000000000004,-1.2906976744186045,0.0,0.0,9.528772196081686e-16,0.0,0.0
0.06400000000000004,-1.2906976744186047,0.0,0.0,9.817481746367066e-16,0.0,0.0
0.06500000000000004,-1.2906976744186045,0.0,0.0,1.010873574039762e-15,0.0,0.0
0.06600000000000004,-1.2906976744186045,0.0,0.0,1.039846306818107e-15,0.0,0.0
0.06700000000000005,-1.2906976744186047,0.0,0.0,1.0689208173462588e-15,0.0,0.0
0.06800000000000005,-1.2906976744186047,0.0,0.0,1.0983685129570356e-15,0.0,0.0
0.06900000000000005,-1.2906976744186047,0.0,0.0,1.1281893936504375e-15,0.0,0.0
0.07000000000000005,-1.2906976744186045,0.0,0.0,1.1592316073415214e-15,0.0,0.0
0.07100000000000005,-1.2906976744186047,0.0,0.0,1.1903077469492077e-15,0.0,0.0
0.07200000000000005,-1.2906976744186047,0.0,0.0,1.2216892198063144e-15,0.0,0.0
0.07300000000000005,-1.2906976744186045,0.0,0.0,1.2533760259128416e-15,0.0,0.0
0.07400000000000005,-1.2906976744186045,0.0,0.0,1.2855038689351985e-15,0.0,0.0
0.07500000000000005,-1.2906976744186047,0.0,0.0,1.3181745266231918e-15,0.0,0.0
0.07600000000000005,-1.2906976744186047,0.0,0.0,1.3512862212270146e-15,0.0,0.0
0.07700000000000005,-1.2906976744186045,0.0,0.0,1.3854156933289058e-15,0.0,0.0
0.07800000000000006,-1.2906976744186045,0.0,0.0,1.4203254615126492e-15,0.0,0.0
0.07900000000000006,-1.2906976744186047,0.0,0.0,1.4559815998616428e-15,0.0,0.0
0.08000000000000006,-1.2906976744186047,0.0,0.0,1.491909145543455e-15,0.0,0.0
0.08100000000000006,-1.2906976744186045,0.0,0.0,1.5288883946399374e-15,0.0,0.0
0.08200000000000006,-1.2906976744186047,0.0,0.0,1.5664783102352609e-15,0.0,0.0
0.08300000000000006,-1.2906976744186047,0.0,0.0,1.604288744288499e-15,0.0,0.0
0.08400000000000006,-1.2906976744186047,0.0,0.0,1.6430999928815046e-15,0.0,0.0
0.08500000000000006,-1.2906976744186047,0.0,0.0,1.6829459819308796e-15,0.0,0.0
0.08600000000000006,-1.2906976744186045,0.0,0.0,1.7234535263539989e-15,0.0,0.0
